x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89656.9174837,43128.8801903,0.0,0.0,0.0,0.9928790245420492,0.11912700207941428,9.6905326
89656.6140211,43127.8858994,0.0,0.0,0.0,0.9844755435825095,0.17552180516369573,9.5204595
89656.2177879,43126.969329,0.0,0.0,0.0,0.9731121551420816,0.2303317900654039,9.2895308
89655.733021,43126.1345733,0.0,0.0,0.0,0.9565604617376213,0.2915340169522397,9.2463897
89655.1238204,43125.3467345,0.0,0.0,0.0,0.9360811015622962,0.3517842681216973,9.2030464
89654.4450426,43124.6324583,0.0,0.0,0.0,0.923146116941752,0.3844492772465117,9.4871895
89653.7477863,43123.966473,0.0,0.0,0.0,0.9144295040434842,0.40474520643830675,9.9870056
89652.9784782,43123.3197276,0.0,0.0,0.0,0.8970020734255453,0.4420263343628666,10.4586213
89652.1429249,43122.7470872,0.0,0.0,0.0,0.871353449406157,0.49065585312721144,10.5293578
89651.2770736,43122.272594,0.0,0.0,0.0,0.8506328447285632,0.5257601767621737,10.546996
89650.3614809,43121.8460155,0.0,0.0,0.0,0.8371693548660984,0.5469437551276004,10.9419828
89649.4390987,43121.4574088,0.0,0.0,0.0,0.8290801073360448,0.559129837890675,11.365849
89648.5129447,43121.1041711,0.0,0.0,0.0,0.8170656426446685,0.5765446518784602,11.4384711
89647.5586716,43120.7945849,0.0,0.0,0.0,0.7998356792105666,0.6002190319056632,11.0245153
89646.5962645,43120.5498688,0.0,0.0,0.0,0.7781690448683877,0.6280548842327566,10.6857636
89645.6151024,43120.3797167,0.0,0.0,0.0,0.7509667953869694,0.6603399671579978,10.458812
89644.612944,43120.3003769,0.0,0.0,0.0,0.7165531135747504,0.697532533597058,10.392919
89643.624334,43120.3291251,0.0,0.0,0.0,0.6763353364549518,0.7365938586917264,10.3446537
89642.6453549,43120.4668187,0.0,0.0,0.0,0.6356101481057254,0.77201019399035,10.2961621
89641.669068,43120.7112712,0.0,0.0,0.0,0.5949946964420287,0.8037296256863113,10.3225037
89640.7134365,43121.0541195,0.0,0.0,0.0,0.5570774191733878,0.8304605644141795,10.4169363
89639.7887031,43121.4722088,0.0,0.0,0.0,0.5289002402055263,0.8486840023887198,10.6976823
89638.9035706,43121.9335376,0.0,0.0,0.0,0.5094569217017687,0.8604961620659083,11.1330764
89638.0385109,43122.4255208,0.0,0.0,0.0,0.4969061721955271,0.8678042728829982,11.5482238
89637.1724121,43122.9513568,0.0,0.0,0.0,0.48352175760889293,0.8753323425527055,11.9452703
89636.3568149,43123.4829916,0.0,0.0,0.0,0.4692192055313772,0.8830817273392668,12.3259989
89635.5605079,43124.0394089,0.0,0.0,0.0,0.4549936649176566,0.8904946742596495,12.6919101
89634.7695349,43124.6334978,0.0,0.0,0.0,0.43840367788638634,0.8987781790940909,13.044282
89633.9856731,43125.2726641,0.0,0.0,0.0,0.4192046934322645,0.90789174740404,13.3774423
