idx,ub,lb,distance
0,3.710944893409885,-3.751737427497129,0.000000000000000
1,3.779665350736491,-3.793630810989699,0.000000000000000
2,3.777869600128582,-3.793092098504854,0.000000000000000
3,3.756712972480754,-3.780471012479721,0.000000000000000
4,3.758289354120463,-3.758028192143869,0.000000000000000
5,3.659236578403813,-3.744960015034910,0.000000000000000
6,3.705789742806893,-3.630782531710347,0.000000000000000
7,3.620680455000039,-3.616975998992306,0.000000000000000
8,3.623456982896867,-3.685286301639253,0.000000000000000
9,3.692568767981816,-3.672952043313544,0.000000000000000
10,3.697184655065811,-3.660061081243153,0.000000000000000
11,3.664228540962400,-3.662621069873615,0.000000000000000
12,3.704085935123166,-3.696582528336410,0.000000000000000
13,3.683275307530384,-3.817502379266919,0.000000000000000
14,4.157717774117118,-3.780242227542957,0.000000000000000
15,3.896565075707472,-3.819482397775986,0.000000000000000
16,3.632726843287229,-3.733583749609824,0.000000000000000
17,3.622722076485283,-3.630114935759652,0.000000000000000
18,3.769781158065505,-3.551955566646578,0.000000000000000
19,3.714784517319120,-3.924412693409319,0.000000000000000
20,4.355076434875162,-3.879594170689974,0.000000000000000
21,4.682293909641740,-3.702369675943784,0.000000000000000
22,4.663339749548459,-3.302423531395347,0.000000000000000
23,4.417640231080723,-3.538342651653586,0.000000000000000
24,3.397174280216209,-3.532033400760427,0.000000000000000
25,3.245070813151280,-3.291616833806131,0.000000000000000
26,3.088403477776528,-3.242543819453869,0.000000000000000
27,3.040097446932384,-3.040499254483628,0.000000000000000
28,2.944286166751964,-2.942547990779941,0.000000000000000
29,2.810791403087564,-2.891321655898077,0.000000000000000
30,2.788954944433516,-2.740767571377219,0.000000000000000
31,2.751957921478140,-2.764396121262540,0.000000000000000
32,2.775022212190074,-2.756050868890020,0.000000000000000
33,2.800215723167824,-2.798899937519558,0.000000000000000
34,2.818873978637530,-2.960657859032525,0.000000000000000
35,3.042590886266206,-2.983465042541066,0.000000000000000
36,2.987598741495591,-3.427549743164698,0.000000000000000
37,2.978417163555344,-3.547737887878956,0.000000000000000
38,3.313945490959475,-3.416423797840680,0.000000000000000
39,3.317559906866679,-3.283919973152840,0.000000000000000
40,3.288377649128713,-3.235307001787161,0.000000000000000
41,3.276207027632541,-3.431853422832202,0.000000000000000
42,3.380246040658939,-3.672556360497312,0.000000000000000
43,3.616725895158724,-3.851609829741807,0.000000000000000
44,3.628546712122362,-3.590659616522049,0.000000000000000
45,3.549627706693353,-3.538036941782466,0.000000000000000
46,3.511531999989987,-3.477052221320817,0.000000000000000
47,3.466648729075761,-3.476713748868805,0.000000000000000
48,3.468275224802729,-3.515081850852736,0.000000000000000
49,4.032524352416397,-3.417083402608361,0.000000000000000
50,4.046041562658469,-3.667832457863440,0.000000000000000
51,4.026847743528628,-3.936716059312507,0.000000000000000
52,3.794317063179541,-3.836740136565231,0.000000000000000
53,3.616231757109658,-3.806872997386038,0.000000000000000
54,3.641964168112017,-3.647580190113745,0.000000000000000
55,3.674224786334936,-3.656518934515007,0.000000000000000
56,3.730807175243057,-3.710058852472426,0.000000000000000
57,3.699363187001683,-3.750689447760473,0.000000000000000
58,3.634342333861059,-3.510204773963639,0.000000000000000
59,3.371599900049698,-3.581153663819060,0.000000000000000
60,3.270626793534197,-3.386111435018828,0.000000000000000
61,3.300878855031623,-3.033142754025409,0.000000000000000
62,3.041962491056854,-3.036465669488778,0.000000000000000
63,2.942817348832652,-3.414867159889874,0.000000000000000
64,3.648831635226049,-3.243375705812921,0.000000000000000
65,3.917687016524027,-3.561130054829729,0.000000000000000
66,4.506347525722254,-3.926520727758450,0.000000000000000
67,3.753444308988999,-3.878599686676208,0.000000000000000
68,3.751980934451882,-3.696134379868715,0.000000000000000
69,3.548331427810955,-3.662959956013895,0.000000000000000
70,3.602662384506337,-3.588013685351560,0.000000000000000
71,3.613429760811608,-3.616582264008283,0.000000000000000
72,3.679544921836005,-3.608593454347665,0.000000000000000
73,3.676707464410248,-3.637973328597274,0.000000000000000
74,3.393149279502421,-3.595925612278600,0.000000000000000
75,3.421607247255247,-3.406118896218361,0.000000000000000
76,3.615194495713573,-3.382343278486881,0.000000000000000
77,3.848487377118462,-3.492510132338789,0.000000000000000
78,3.613867561788095,-3.587420304921611,0.000000000000000
79,3.520703201261909,-3.558723498320767,0.000000000000000
80,3.572213443249542,-3.609323588513909,0.000000000000000
81,3.486547815765901,-3.634798220124869,0.000000000000000
82,3.423107771457824,-3.401892407699692,0.000000000000000
83,3.372897470266920,-3.503246327433045,0.000000000000000
84,4.309029668854579,-3.293873260555724,0.000000000000000
85,4.511195794739664,-3.259334250058185,0.000000000000000
86,5.026522367122793,-3.977297061420945,0.000000000000000
87,4.393335595931970,-3.708822258198903,0.000000000000000
88,3.553458107082998,-3.418051266887858,0.000000000000000
89,3.429597727648399,-3.861297250061720,0.000000000000000
90,3.918102548311473,-3.740395594878756,0.000000000000000
91,3.654700789497288,-3.610374259887480,0.000000000000000
92,3.658361956774892,-3.652153537371074,0.000000000000000
93,3.666804244792771,-3.637993948757320,0.000000000000000
94,3.642152803214870,-3.573824155489930,0.000000000000000
95,3.655243097578675,-3.667529642319150,0.000000000000000
96,3.723326753160843,-3.683491286740542,0.000000000000000
97,3.721252894017972,-3.630318358358425,0.000000000000000
98,3.676981968799910,-3.754392685104348,0.000000000000000
99,3.816649695403146,-3.737690110168866,0.000000000000000
100,3.837261820264330,-3.794456239504307,0.000000000000000
101,3.791935844650751,-3.675339512811090,0.000000000000000
102,3.666167192655729,-3.674421919517525,0.000000000000000
103,3.636085813818771,-3.647809013248116,0.000000000000000
104,3.702467505684925,-3.593321495099023,0.000000000000000
105,3.689984291696808,-3.516140415888606,0.000000000000000
106,3.706671882133908,-3.524456326367500,0.000000000000000
107,3.715954895473309,-3.760548024332962,0.000000000000000
108,3.705623017341614,-3.889065304146318,0.000000000000000
109,3.867843169227576,-3.818584833387803,0.000000000000000
110,3.878511377877493,-3.837962175444400,0.000000000000000
111,3.877289275117004,-3.847884141321083,0.000000000000000
112,3.849924480526190,-3.802208310735309,0.000000000000000
113,3.837156115789913,-3.761833562455673,0.000000000000000
114,3.862537949618524,-3.712175543826086,0.000000000000000
115,4.062876936014702,-3.805943263823136,0.000000000000000
116,3.651133941828000,-3.643186553661352,0.000000000000000
117,3.642260031430510,-3.270580888929416,0.000000000000000
118,3.239470781666841,-3.165890854237281,0.000000000000000
119,3.157682191417937,-3.172372971522568,0.000000000000000
120,3.181444440007196,-3.172748875697270,0.000000000000000
121,3.302353932354842,-3.236924038996741,0.000000000000000
122,3.572430525189313,-3.292970354569334,0.000000000000000
123,3.669096845652289,-3.628398912965664,0.000000000000000
124,3.663691051275215,-3.631517941512989,0.000000000000000
125,3.701381542761214,-3.774912170362033,0.000000000000000
126,3.797259591946186,-3.771944211651132,0.000000000000000
127,3.765126942393764,-3.735117454707616,0.000000000000000
128,3.700837093418276,-3.747568440585662,0.000000000000000
129,3.831376217921779,-3.733312471378500,0.000000000000000
130,4.315471668991462,-4.205829123464301,0.000000000000000
131,5.462246406052396,-3.819282432400822,0.000000000000000
132,5.641757910264614,-3.163441038162716,0.000000000000000
133,5.783560089258967,-3.678854540229816,0.000000000000000
134,5.533211115753438,-3.970447219535568,0.000000000000000
135,4.347504961879392,-3.998543993406101,0.000000000000000
136,3.731414706755278,-4.071809979508920,0.000000000000000
137,3.755143141193454,-3.945397124821816,0.000000000000000
138,4.075377518097786,-3.978855154897342,0.000000000000000
139,5.132165155752807,-3.939336234894646,0.000000000000000
140,5.435596606952698,-3.717627167168168,0.000000000000000
141,5.289269831496793,-3.567939770893039,0.000000000000000
142,4.978782816339879,-4.016085608843622,0.000000000000000
143,3.582595552271308,-4.080294770723008,0.000000000000000
144,3.646065654448471,-3.599611393455740,0.000000000000000
145,3.557703541080474,-3.663262138585058,0.000000000000000
146,3.681429870379753,-3.681876268521823,0.000000000000000
147,3.823184398228674,-3.703075326734477,0.000000000000000
148,3.834388296901252,-3.814626474029487,0.000000000000000
149,3.840126929420257,-3.882988886206807,0.000000000000000
150,3.848396525747533,-3.880101519797718,0.000000000000000
151,3.838693650696145,-3.765931378512954,0.000000000000000
152,3.745708409932316,-3.651700130363506,0.000000000000000
153,3.523105527632285,-3.572253641015199,0.000000000000000
154,3.388743849513575,-3.406274166210569,0.000000000000000
155,3.331585665038970,-3.306843086043304,0.000000000000000
156,3.325208349121662,-3.303982957307244,0.000000000000000
157,3.332748664365146,-3.320569173831721,0.000000000000000
158,3.432219128204764,-3.365515995806549,0.000000000000000
159,3.666865525147460,-3.467334542198458,0.000000000000000
160,3.569562330008502,-3.902780322512825,0.000000000000000
161,3.489602587564314,-3.957249352322631,0.000000000000000
162,3.686063999957899,-3.988980018588705,0.000000000000000
163,3.746515633736840,-3.706847076481685,0.000000000000000
164,3.645249817999191,-3.636701870193140,0.000000000000000
165,3.603193531667765,-3.525573786385862,0.000000000000000
166,3.477444212717998,-3.568149735819508,0.000000000000000
167,3.537991948004302,-3.625927658532564,0.000000000000000
168,3.589068082057987,-3.608152519680493,0.000000000000000
169,3.615871326274987,-3.747739037726785,0.000000000000000
170,3.745025224584613,-3.765195380893913,0.000000000000000
171,3.732238896829192,-3.788348885040402,0.000000000000000
172,3.830824513932226,-3.895236844958787,0.000000000000000
173,3.845612663721251,-3.865028926826181,0.000000000000000
174,3.836446032042671,-3.913662249073177,0.000000000000000
175,3.961847121418783,-3.911709561644116,0.000000000000000
176,3.967397755606286,-3.934929471511561,0.000000000000000
177,3.927012122480944,-3.932404525892132,0.000000000000000
178,3.842218484975802,-3.910530002350890,0.000000000000000
179,3.859451618995816,-3.862740087426741,0.000000000000000
180,4.011476225213943,-3.959206793877632,0.000000000000000
181,4.289724753335520,-4.053283233192041,0.000000000000000
182,4.177091072845366,-4.121512387768444,0.000000000000000
183,4.079174812287498,-4.163800420331820,0.000000000000000
184,3.885545946467630,-3.888956587760758,0.000000000000000
185,3.735863830211720,-3.830254376947051,0.000000000000000
186,3.607271435729877,-3.879251011955045,0.000000000000000
187,3.542482968372984,-3.395319922206601,0.000000000000000
188,3.024610927899660,-3.619879260900784,0.000000000000000
189,2.629235557355599,-3.028794740430995,0.000000000000000
190,2.380034807242958,-2.887941119298663,0.000000000000000
191,2.405675304475200,-2.361289897942674,0.000000000000000
192,2.309223844764084,-2.788268480584343,0.000000000000000
193,3.367470257250635,-2.788242136723749,0.000000000000000
194,3.161244485835295,-3.095752093979133,0.000000000000000
195,3.158123599016630,-2.995223195927339,0.000000000000000
196,2.970925384803913,-2.972560047446976,0.000000000000000
197,2.936596404359480,-2.955972461798964,0.000000000000000
198,2.970195485286262,-2.955104487987199,0.000000000000000
199,3.023163632047817,-3.009295568206483,0.000000000000000
200,3.139239137699958,-3.071160908393859,0.000000000000000
201,3.102510418567462,-3.121203133179258,0.000000000000000
202,3.126350973299172,-3.113290690509729,0.000000000000000
203,3.137478899510912,-3.122701481885886,0.000000000000000
204,3.134109070736927,-3.145645831892724,0.000000000000000
205,3.152375643105111,-3.146311951278522,0.000000000000000
206,3.152124764336732,-3.161630652635734,0.000000000000000
207,3.162472432358692,-3.164815906098110,0.000000000000000
208,3.188617645312897,-3.161087810415139,0.000000000000000
209,3.188073492762778,-3.186129680914310,0.000000000000000
210,3.186195779782048,-3.220318749293408,0.000000000000000
211,3.223556569047259,-3.221139105563134,0.000000000000000
212,3.230114616514014,-3.221027093524578,0.000000000000000
213,3.221338729141060,-3.238552305544884,0.000000000000000
214,3.254722666012857,-3.244502800304112,0.000000000000000
215,3.248983870644914,-3.297907565555394,0.000000000000000
216,3.325447882246385,-3.296444985285252,0.000000000000000
217,3.298352689966311,-3.345670835780344,0.000000000000000
218,3.280902957333796,-3.310911998834347,0.000000000000000
219,3.283057199662043,-3.278567289786472,0.000000000000000
220,3.264007844240588,-3.281520255570226,0.000000000000000
221,3.281956030648594,-3.251933700784722,0.000000000000000
222,3.274529354277868,-3.212618222402229,0.000000000000000
223,3.229515025518444,-3.214594635849461,0.000000000000000
224,3.304969546893437,-3.278124454435748,0.000000000000000
225,3.572039685879236,-3.318249507537332,0.000000000000000
226,3.607598402809270,-3.426017252049407,0.000000000000000
227,3.583744608665153,-3.558612215072400,0.000000000000000
228,3.701103565838233,-3.729775248116148,0.000000000000000
229,3.655068537371876,-3.875156447550442,0.000000000000000
230,3.778304181570806,-3.693317825305755,0.000000000000000
231,3.708943059635169,-3.693220221066560,0.000000000000000
232,3.774450062377456,-3.691123738722457,0.000000000000000
233,3.788414290323479,-3.739091439014283,0.000000000000000
234,3.810845871968187,-3.728316207350464,0.000000000000000
235,3.777788708129074,-3.693509160667952,0.000000000000000
236,3.952514992160161,-3.595727827054263,0.000000000000000
237,3.479831993366068,-3.496620585093458,0.000000000000000
238,3.454242775078756,-3.268417079454953,0.000000000000000
239,3.296698639587086,-3.269884644898339,0.000000000000000
240,3.317115917758401,-3.298124891999274,0.000000000000000
241,3.322506058951535,-3.358652931902236,0.000000000000000
242,3.352610890331708,-3.353276197664369,0.000000000000000
243,3.362016760520149,-3.334713549870701,0.000000000000000
244,3.323105299010041,-3.338605577935378,0.000000000000000
245,3.303686090931270,-3.336354143852732,0.000000000000000
246,3.406969430757721,-3.332176026091223,0.000000000000000
247,3.405510527668020,-3.463121347130365,0.000000000000000
248,3.481900054633012,-3.494021597538302,0.000000000000000
249,3.527095616629023,-3.504743256151954,0.000000000000000
250,3.562085762472753,-3.545016428051603,0.000000000000000
251,3.618158094141445,-3.601429678683953,0.000000000000000
252,3.618173209085242,-3.693465769794335,0.000000000000000
253,3.708159498780101,-3.695611660897255,0.000000000000000
254,3.735281458621860,-3.774740893805721,0.000000000000000
255,3.776136477516372,-3.763698334714509,0.000000000000000
256,3.767726642027013,-3.779253238168749,0.000000000000000
257,3.787754434846379,-3.778003105744178,0.000000000000000
258,3.844001066102331,-3.800278294684771,0.000000000000000
259,3.832947611148051,-3.872577199038439,0.000000000000000
260,3.868675263551845,-3.888028953840634,0.000000000000000
261,3.882516987963440,-3.857737678148798,0.000000000000000
262,3.877570633777801,-3.817875244349723,0.000000000000000
263,3.817608709479078,-3.831639539100535,0.000000000000000
264,3.782293613228864,-3.776713335270014,0.000000000000000
265,3.794873170711089,-3.910136744907896,0.000000000000000
266,3.855486360678781,-3.912248466111528,0.000000000000000
267,4.142123002429003,-3.915036982139535,0.000000000000000
268,3.851758164673488,-4.023967549091340,0.000000000000000
269,3.916323560228218,-4.011113912170347,0.000000000000000
270,3.970685790378964,-3.772967055695704,0.000000000000000
271,3.895082429516696,-3.840918308925291,0.000000000000000
272,3.806270041127916,-3.866273262274833,0.000000000000000
273,3.827532048186463,-3.877559151454435,0.000000000000000
274,3.867180938052909,-3.915519309131177,0.000000000000000
275,3.765596888301694,-3.925395327258893,0.000000000000000
276,3.766965618116654,-3.772111576035092,0.000000000000000
277,3.728969976749376,-3.787712030175470,0.000000000000000
278,3.654972824844758,-3.874272503804524,0.000000000000000
279,3.650223899557272,-3.660414131448829,0.000000000000000
280,3.611516999720670,-3.648929301148884,0.000000000000000
281,3.615771280702584,-3.638687762720993,0.000000000000000
