x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89656.8036175,43128.8719252,0.0,0.0,0.0,0.9936021951139138,0.11293660994032018,9.8081139
89654.5412363,43124.5104996,0.0,0.0,0.0,0.9198944092170637,0.3921661330242446,9.1374949
89650.246143,43122.0508509,0.0,0.0,0.0,0.8245409534968219,0.5658022764239745,10.755342
89645.3923377,43120.9553454,0.0,0.0,0.0,0.7090128866889299,0.7051955236025188,10.342776
89640.6046079,43122.2283236,0.0,0.0,0.0,0.5141166501916302,0.8577202749123615,10.5673176
89636.4863887,43125.0320039,0.0,0.0,0.0,0.4416903520575575,0.8971675612165605,12.5289141
89632.5597936,43128.0553646,0.0,0.0,0.0,0.4339366698276999,0.9009433759004202,14.2030207
89628.9183266,43131.5395824,0.0,0.0,0.0,0.3380909923421375,0.9411134261592004,14.8201932
89626.131452,43135.6553835,0.0,0.0,0.0,0.26439167789363505,0.9644153880256102,15.6505993
89623.6103272,43139.9687672,0.0,0.0,0.0,0.2680572361720396,0.9634029884403553,16.9011915
89620.916699,43144.1791417,0.0,0.0,0.0,0.2896233514415418,0.9571406972330501,18.0135574
89618.1353858,43148.3243941,0.0,0.0,0.0,0.2876324483584002,0.9577408703043596,16.4241521
89615.4804681,43152.5396168,0.0,0.0,0.0,0.26290505572274336,0.9648217097865394,12.8116726
89613.3391226,43157.0592791,0.0,0.0,0.0,0.1556141531283836,0.9878179160888589,9.733095
89613.0184072,43162.017194,0.0,0.0,0.0,-0.11657607759053712,0.9931817649018759,7.4089314
89616.0756969,43165.7146786,0.0,0.0,0.0,-0.550403330486302,0.8348989003403865,7.0836329
89620.9226546,43165.6754418,0.0,0.0,0.0,-0.8291126752425231,0.5590815430258688,8.2114
89625.0542078,43162.844977,0.0,0.0,0.0,-0.9314303746377739,0.3639195751840454,10.238638
89627.811437,43158.7276196,0.0,0.0,0.0,-0.9706470005221252,0.24050862848846294,12.0649649
89629.9249125,43154.2032836,0.0,0.0,0.0,-0.979814911482247,0.19990682638928717,13.8144823
89631.8284779,43149.5842505,0.0,0.0,0.0,-0.9810113255801468,0.19395045522886303,15.2982188
89633.8299635,43145.0074038,0.0,0.0,0.0,-0.9751654621714348,0.22147758664924067,13.5055597
89636.2463063,43140.6487348,0.0,0.0,0.0,-0.9536483025369829,0.3009234372200531,10.1535833
89639.9757627,43137.3067171,0.0,0.0,0.0,-0.8476563518246508,0.5305456711832863,7.7445826
89644.6737271,43137.3283752,0.0,0.0,0.0,-0.4999139790423749,0.8660750623115874,7.2313618
89647.3579557,43141.3295086,0.0,0.0,0.0,-0.08759175625309668,0.9961564557018632,8.2030545
89646.6082283,43146.2319071,0.0,0.0,0.0,0.21404117423187197,0.9768246391924404,9.4822074
89643.8582392,43150.4059281,0.0,0.0,0.0,0.3240514954608645,0.9460394433053927,11.5609401
89640.8552906,43154.3933156,0.0,0.0,0.0,0.30784109544934923,0.9514377856447287,13.3969842
89638.0180972,43158.4961551,0.0,0.0,0.0,0.28760879207116524,0.9577479745336793,14.9397763
89635.369448,43162.7267184,0.0,0.0,0.0,0.2638279319680131,0.9645697602109873,16.2759124
89632.9572957,43167.0864846,0.0,0.0,0.0,0.23913271192751867,0.9709868928498419,12.8183547
89630.3214252,43171.337295,0.0,0.0,0.0,0.3539608011679031,0.935260258557251,10.2142156
89626.1983243,43174.0500453,0.0,0.0,0.0,0.5628290483295658,0.826573325456632,10.6053925
89621.7476612,43176.3641644,0.0,0.0,0.0,0.41049496289187837,0.9118628654794511,8.3192061
89619.6284695,43180.6128255,0.0,0.0,0.0,0.017954185263162416,0.9998388106247607,7.8711696
89621.2766025,43185.2656262,0.0,0.0,0.0,-0.32420806055009105,0.9459857998270104,9.0642136
89625.2704002,43188.1364847,0.0,0.0,0.0,-0.5772653025153579,0.8165566548083802,9.4031938
89630.2288692,43188.3496952,0.0,0.0,0.0,-0.8090614603199481,0.587724045300984,8.4267064
89634.5718055,43186.0619538,0.0,0.0,0.0,-0.9023467644504252,0.4310108080847265,9.9454202
89638.4654174,43182.8422417,0.0,0.0,0.0,-0.8867848246081197,0.46218251248261916,9.5852758
89643.0833634,43181.2813466,0.0,0.0,0.0,-0.700991841780286,0.7131692910925727,8.9620552
89647.7642929,43182.8492648,0.0,0.0,0.0,-0.4813409463474096,0.8765334525101596,9.831763
89651.8465468,43185.6653866,0.0,0.0,0.0,-0.4920538065721206,0.870564788765251,10.0647127
89656.5733751,43187.3148124,0.0,0.0,0.0,-0.6836737579506911,0.7297877723623355,7.3546619
89661.0943395,43185.8281276,0.0,0.0,0.0,-0.9255185718089518,0.378702222381541,5.5241613
89662.826189,43181.2321743,0.0,0.0,0.0,0.9943209565664383,0.10642290793247129,6.5038716
89660.3748711,43177.0494508,0.0,0.0,0.0,0.9068524363320561,0.4214482871226482,8.2782092
89655.8459692,43174.9137713,0.0,0.0,0.0,0.7827546970334229,0.6223303658605406,10.2122899
89651.0700684,43173.5722617,0.0,0.0,0.0,0.8219510784594171,0.5695580959124374,10.0786712
89646.7322783,43170.9862716,0.0,0.0,0.0,0.9366143992398703,0.35036190879794116,6.7801903
89645.8628828,43166.4553216,0.0,0.0,0.0,-0.9879113661491866,0.15501978142562245,7.2958711
89648.7143497,43162.4076678,0.0,0.0,0.0,-0.9247274423175265,0.3806299481450267,9.604903
89652.925098,43159.8071147,0.0,0.0,0.0,-0.80349770904352,0.5953078460442252,9.8377064
89657.980949,43159.575209,0.0,0.0,0.0,-0.6279021745245618,0.7782922710828669,7.5773529
89661.9843291,43162.2103678,0.0,0.0,0.0,-0.31495614778514164,0.9491062242827955,7.378819
89664.3408897,43166.7521143,0.0,0.0,0.0,-0.24505134314207694,0.9695101026932438,8.39248
89667.7240105,43170.0208316,0.0,0.0,0.0,-0.5655079808668911,0.8247428226882922,7.8857363
89672.5886395,43169.8367695,0.0,0.0,0.0,-0.8376949088454025,0.5461384803275565,8.5783313
89676.6155004,43166.8287265,0.0,0.0,0.0,-0.9366917188097361,0.3501551426343218,10.3885068
