x_m,y_m,w_tr_right_m,w_tr_left_m
89628.6925139564,43201.49171303352,3.751734602774217,3.710942099400101
89628.74517586971,43201.41656415581,3.7590822437257625,3.720639776473563
89628.79930989316,43201.342409229976,3.765583215312235,3.712058857404423
89628.85487795906,43201.26927492085,3.771279267855156,3.706242509193285
89628.91184199981,43201.19718789332,3.7763035141991406,3.7031852288532647
89628.97016394776,43201.12617481223,3.7807112010604573,3.7028633562641424
89629.02980573529,43201.056262342434,3.7845119025723224,3.705230370916733
89629.09072929474,43200.98747714879,3.78770392451616,3.71021745106031
89629.15289655849,43200.91984589616,3.790281837832577,3.7177217459050063
89629.21626945892,43200.8533952494,3.792218596483368,3.7275859893095706
89629.28080680539,43200.78814703013,3.7934535014510713,3.7395855390272286
89629.34639974809,43200.72401813208,3.79401353533319,3.7533354784038435
89629.4128740166,43200.66082399268,3.794004023621992,3.768308437739277
89629.4800526654,43200.59837590063,3.793502522911658,3.781741359523952
89629.54775874887,43200.536485144694,3.7925905018657824,3.7812568987816935
89629.61581532146,43200.47496301361,3.791378480412379,3.7815299476501187
89629.68404543764,43200.41362079607,3.7900200205978924,3.7821931442017656
89629.75227215182,43200.352269780844,3.788714079154035,3.7829214546092462
89629.82031851844,43200.290721256664,3.787694534564432,3.7834221571453295
89629.88800759194,43200.228786512234,3.7872000068920646,3.7834050184084935
89629.95519302366,43200.166309779575,3.7874135698108353,3.782612973595323
89630.0219700575,43200.10339541001,3.788225603312526,3.78120604179189
89630.08854858085,43200.04027118995,3.7893796579092127,3.779535079537787
89630.1551391731,43199.97716565084,3.790621843645762,3.7779571196523203
89630.22195241362,43199.9143073241,3.791748731478534,3.7768817733212643
89630.28919888177,43199.85192474119,3.792627372980231,3.776791685256253
89630.35708915693,43199.790246433564,3.7931973805751733,3.7782453715133197
89630.4258338185,43199.72950093265,3.793459113791865,3.781866986036848
89630.49564344584,43199.6699167699,3.7934485501703614,3.7864555293240105
89630.56672363143,43199.61172013746,3.7931999550189146,3.771337219652997
