left_x,left_y,right_x,right_y,center_x,center_y,width,w_tr_left_m,w_tr_right_m
89625.65590483273,43199.358612700205,89631.76250298323,43203.64826145636,89628.6925139564,43201.49171303352,7.462682320907014,3.7109448934098848,3.751737427497129
89626.88934672253,43197.84621050229,89632.05905240828,43203.380490312935,89629.46942648562,43200.60825381072,7.5732496261583035,3.779642155227736,3.7936074709305676
89627.82189157544,43196.98962631994,89632.86090094628,43202.63994593069,89630.33632959954,43199.80910648921,7.570847187935572,3.7778124625114122,3.793034725424159
89629.73237750857,43195.742394940986,89632.8959914421,43202.5829832747,89631.30920054158,43199.15190698937,7.536716915989185,3.756480172384224,3.7802367436049615
89630.97168766981,43195.24394596179,89633.8389306242,43202.19188862958,89632.40535857734,43198.71803816015,7.516314886596614,3.758288024328128,3.758026862268487
89632.57639439285,43194.77832720674,89634.4705644167,43201.93594149581,89633.51250721686,43198.315701910855,7.4040071846647795,3.659142934704654,3.744864249960126
89634.17030654901,43194.45823290103,89635.17015166179,43201.72631185668,89634.67534542274,43198.12942510177,7.336529285375581,3.7057679958056036,3.630761289569977
89634.79098052073,43194.38883932039,89636.85132777358,43201.32703823538,89635.82167877557,43197.8597151525,7.237653969783858,3.6206792089984456,3.6169747607854132
89636.18736561964,43194.00983760261,89637.74380659265,43201.15088853277,89636.95899789795,43197.5501587615,7.308701450310339,3.6234362532038715,3.6852651971064674
89637.41682432807,43193.703608624906,89638.81376979002,43200.93543445986,89638.11715862772,43197.32915161536,7.365511627225661,3.6925641642232083,3.6729474630024534
89638.36148364219,43193.49088784285,89640.16621082966,43200.62332635751,89639.26839937756,43197.07510198137,7.357222260246838,3.6971728579869034,3.6600494022599346
89639.65608579024,43193.19560449261,89641.16389011241,43200.36556281719,89640.41014181456,43196.78137258664,7.326784850855081,3.6641961344872054,3.6625887163678748
89640.49238688288,43192.95691206188,89642.61615417291,43200.046305985095,89641.55534716144,43196.505202926455,7.400668463097217,3.7040859349380693,3.6965825281591482
89641.95421418804,43192.5861312607,89643.45781957965,43199.93462538944,89642.6925656596,43196.19462684727,7.500746305123012,3.6832598732408437,3.817486431882168
89644.26459653473,43192.068657202966,89643.49804946147,43199.96946476369,89643.86312458207,43196.206918148295,7.937906180487652,4.157689668602521,3.780216511885131
89646.12776642997,43192.61282821954,89643.9556470554,43200.01506953942,89645.03124835741,43196.35103641648,7.714355436402926,3.8957094870035953,3.8186459493993303
89647.62824829094,43193.475750752514,89644.58011064625,43200.17918509319,89646.12513354451,43196.78161719779,7.363910312970267,3.6315433213645525,3.7323669916057147
89648.99504101127,43194.282935144605,89645.26859743263,43200.5052336249,89647.13372001187,43197.39091413069,7.25281877083856,3.6227129669219305,3.630105803916629
89650.37588886458,43195.169237468064,89645.84523520982,43200.91987630029,89648.04311670846,43198.13006042531,7.320974630087629,3.7693896742765,3.551584955811129
89651.10494756125,43195.62699216246,89646.89652776439,43202.00218075863,89649.05847828652,43198.72711446975,7.6389676542953335,3.7146729078856695,3.9242947464096636
89653.60134935215,43197.40474057873,89646.48483093957,43201.5470821995,89649.83759671438,43199.595445928,8.234308012079856,4.354885055383533,3.8794229566963234
89654.69025753975,43198.97417672663,89646.8732800492,43202.006871753656,89650.32497359131,43200.66772556784,8.38465122804375,4.68228700829782,3.70236421974593
89654.9852908213,43199.77697007898,89647.77680257848,43203.16641258557,89650.76527967524,43201.76123240374,7.965589950069599,4.663238257521991,3.3023516925476075
