x_m,y_m,w_tr_right_m,w_tr_left_m
12648197.703033272,3453988.010209497,3.732930219738708,3.723753299511049
12648198.731300348,3453986.9225186817,3.793608539866605,3.7917932362455056
12648199.883670075,3453985.9678272284,3.786360741612187,3.773973031050692
12648201.245447174,3453985.3525375766,3.769073140198176,3.7700468677212657
12648202.667813798,3453984.8856129516,3.712776367379754,3.700936591423619
12648204.141965445,3453984.6265612426,3.6156113597869957,3.699080612617707
12648205.594669288,3453984.254081095,3.6817702828844707,3.6144219082527496
12648207.06707185,3453983.9690379174,3.686546182474823,3.700600142697215
12648208.534260519,3453983.6570482845,3.6743127618021996,3.7010743766251064
12648209.996949026,3453983.327533918,3.681297791058059,3.711695277131898
12648211.447535634,3453982.9469779693,3.734415637908223,3.7243563284348635
12648212.930924648,3453982.9050462926,3.7874110750858745,4.143449241952202
12648214.402737232,3453983.180937662,3.7754709906098753,3.7842601286550104
12648215.734524528,3453983.8545533875,3.6441662908396344,3.635622895493075
12648216.929418463,3453984.745092275,3.5750503901781974,3.7360868144476997
12648218.177424744,3453985.576083492,3.8369370635822913,3.8095500794203434
12648219.018697996,3453986.7877389826,3.7511383314913846,4.504743625695555
12648219.644747399,3453988.150846515,3.4375866705082805,4.678788709380062
12648220.312791502,3453989.4888488185,3.405945616721327,4.052381616445967
12648220.605200961,3453990.9002849124,3.2932479404860158,3.46893969673572
12648220.760283846,3453992.3821261525,3.2555162236954627,3.1369462022612864
12648220.610787164,3453993.871017277,3.0992797764702527,3.031651638831503
12648220.366499912,3453995.3471052125,2.9305090428641223,2.9488037110218013
12648220.178140271,3453996.8309981558,2.839483586738426,2.810061111630385
12648219.996565228,3453998.316104345,2.756145533983098,2.7568153413906322
12648219.895470371,3453999.812693492,2.7567065851150763,2.75730490859172
12648219.83938422,3454001.3110302305,2.80854490457335,2.7948418957534864
12648219.886809265,3454002.803780431,2.9735064221913943,2.8790059022285974
12648219.997392816,3454004.284407284,3.2578900500352908,3.0043991838663393
12648220.400421187,3454005.7290277416,3.552636237527545,2.936618463005728
12648220.810987512,3454007.171745764,3.3828930998761573,3.2467210281544765
12648221.644559886,3454008.385065706,3.28156396628276,3.293857660730377
12648222.85008915,3454009.256707383,3.324221584991641,3.3046792299115273
12648224.278432133,3454009.7127057803,3.798759490976321,3.2394449711387554
12648225.715156417,3454010.143778085,3.860756622299,3.5962389251272557
12648227.195316294,3454010.095524368,3.5975665780128234,3.5915411632061516
12648228.668758193,3454009.826363974,3.4926954382350655,3.5366334898369662
12648230.143782206,3454009.5571895395,3.485346294322805,3.4783554741361415
12648231.632013628,3454009.3751186463,3.532412362864137,3.55086294921128
12648233.107918918,3454009.578233338,3.512004511559346,4.007695420431064
12648234.604786862,3454009.675116558,3.8323485777196344,4.070257501886215
12648235.968972784,3454010.2084711096,3.7840375519718594,3.8261074258796453
12648237.285621956,3454010.9140359205,3.6655814289183275,3.683594999697168
12648238.507741455,3454011.777358001,3.666836918203134,3.660508467787288
12648239.74764281,3454012.6192642823,3.7200196581836105,3.746296319413958
12648241.01314299,3454013.4203306534,3.739669135031618,3.7212124699855975
12648242.037818778,3454014.483921597,3.584118696958206,3.4074085239640235
12648242.80007231,3454015.770174608,3.380665734709253,3.3055380290253518
12648243.145390622,3454017.2146765324,3.0499882069976385,3.2416571704373007
12648243.539649207,3454018.6439946447,3.037369337602734,3.037970392233484
12648243.731722137,3454020.1229218277,3.364872159289379,3.153403243047712
12648243.309163805,3454021.559573471,3.3948894353410446,4.001665334613971
12648242.953007462,3454023.0166776744,3.8197143618819083,4.355768149664448
12648242.104544671,3454024.216193219,3.765751109028021,3.799178541383142
12648241.198191227,3454025.402807279,3.6914079493678047,3.589748753981347
12648240.295465989,3454026.592414329,3.5843871300057466,3.613165335928602
12648239.51645484,3454027.8730801805,3.6101958058784542,3.6261553393977666
12648238.654205242,3454029.0993168997,3.653860825323095,3.6744320049548094
12648238.03021436,3454030.4468059186,3.630317540205726,3.444519603664461
12648237.199738145,3454031.695431188,3.4411613348103045,3.435388526889044
12648236.120017475,3454032.7228501784,3.2669365076706693,3.900803220511702
12648234.949091317,3454033.660363877,3.4690016590439514,3.8716129878059586
12648233.612027857,3454034.253922059,3.577458881613752,3.5533108728967133
12648232.121060045,3454034.332602877,3.6118487890575923,3.602066315406713
12648230.697289858,3454033.9184366693,3.492915665042868,3.460839246731224
12648229.375960825,3454033.211742375,3.5143172666776454,3.433830459613212
12648228.528638853,3454032.042620519,3.247743339162512,4.339196571755586
12648227.886725562,3454030.686911359,2.9324498570896838,5.4052460339946595
12648227.24481227,3454029.331202199,3.322698950429204,5.775125364263544
12648227.010421334,3454027.9531078706,3.5545225504086817,4.288302868563022
12648226.944658129,3454026.476504439,3.8296656355133556,3.4339004746568884
12648226.669028768,3454025.0339118056,3.6791245165023856,3.5849330497840275
12648225.937589008,3454023.7253486877,3.6157670285819945,3.687310815470366
12648224.861955298,3454022.6821301384,3.6024717793559757,3.721455906950334
12648223.476975048,3454022.166232847,3.7431105799612885,3.4724560240498903
12648221.999806095,3454021.9055186613,3.784371541187417,3.6762768723080086
12648220.517545506,3454021.987746981,3.6795555542905136,3.6968852409496327
12648219.101100167,3454022.4596903874,3.7519430100657924,3.746105956317818
12648217.701533088,3454022.9953525327,3.799438006423487,3.830389105144655
12648216.289247647,3454023.494200544,3.7028483589852126,3.809023238871652
12648214.915012332,3454024.0944977663,3.6808777982475784,3.676849154550715
12648213.525952391,3454024.6585976533,3.632814649635852,3.6681609701893874
12648212.12023778,3454025.181070754,3.57755565219853,3.7334273053024787
12648210.734326957,3454025.754874891,3.590580363715941,3.629077219546696
12648209.484003238,3454026.5524784205,3.8146859279297276,3.677643390252529
12648208.415586984,3454027.605325373,3.773998425126946,3.8068199549768775
12648207.808515947,3454028.972171604,3.8398477329338823,3.8541250042859865
12648207.531978186,3454030.440593715,3.8494683802374476,3.8807703931120483
12648207.6925767,3454031.922219776,3.7941520752151403,3.7980567490501786
12648208.188871732,3454033.329898309,3.7918484444313028,3.825880020514191
12648209.165416036,3454034.4487676444,3.779624717578315,3.7773650019468796
12648210.444869021,3454035.2218718682,3.4805855933482936,3.771471293236079
12648211.900035271,3454035.475541753,3.2695635882219234,3.3102653616257998
12648213.37652607,3454035.7135364977,3.1882040452133373,3.1773677873095463
12648214.86211549,3454035.9199721203,3.1750601580623616,3.196278796401338
12648216.332186446,3454036.1801284114,3.2643826770800803,3.3254740010101678
12648217.747614479,3454036.632952904,3.3712645236849563,3.6373453755226985
12648219.19925334,3454037.0107684867,3.709511736398642,3.5802995436540117
12648220.495180467,3454037.756256032,3.761804195715944,3.721136922340508
12648221.765066525,3454038.5529350676,3.7934655425632937,3.7957257962088833
12648223.085769577,3454039.2613774473,3.7525294026761027,3.7351143288476303
12648224.339466358,3454040.0759472484,3.737219446775951,3.802567017686706
12648225.483036203,3454040.9786429056,3.9562193561948327,4.235281851390601
12648225.83371703,3454042.4368394883,3.5731375971480728,5.567441674422857
12648226.194742005,3454043.892745037,3.2033812909709685,5.907153049945105
