x_m,y_m,w_tr_right_m,w_tr_left_m
12648197.703033272,3453988.010209497,3.733903241127787,3.725956575848655
12648197.832160536,3453987.8574804906,3.7371313955033103,3.725662248822692
12648197.961287802,3453987.7047514836,3.763779580448994,3.7256622491233395
12648198.090415066,3453987.552022477,3.7904277671985653,3.7256622489035314
12648198.219542332,3453987.3992934707,3.79901812686275,3.729021203781996
12648198.360881384,3453987.258360597,3.794178194011624,3.764842235088908
12648198.50904897,3453987.124023831,3.7931112309830053,3.792703318949598
12648198.657216555,3453986.9896870647,3.7931112316729645,3.7915238354194027
12648198.80538414,3453986.855350299,3.793111720800582,3.790333492010179
12648198.953687716,3453986.7211644165,3.7929307657119375,3.789313392650436
12648199.10264495,3453986.587703776,3.791794583943129,3.7893021050160334
12648199.251602184,3453986.454243136,3.7906151022785575,3.7893021053628515
12648199.400559418,3453986.3207824957,3.789435620613986,3.7893021053628515
12648199.549516652,3453986.1873218557,3.799488828133171,3.7898926574986214
12648199.715761283,3453986.076485582,3.8044185248898534,3.773569442917016
12648199.883670075,3453985.9678272284,3.7758703897801698,3.7734812978526904
12648200.051578864,3453985.859168874,3.8027139156371783,3.7737030228585
12648200.22147498,3453985.7543838867,3.798635656830785,3.7853768801750984
12648200.407667892,3453985.6813619775,3.8362341688815085,3.7702723526068462
12648200.593860805,3453985.6083400683,3.770218881208115,3.7702723525472495
12648200.780053718,3453985.5353181595,3.7698106602353416,3.770272352853401
12648200.96624663,3453985.4622962503,3.7694017166307914,3.770272369826715
12648201.152425434,3453985.389238474,3.7690265197920545,3.770236162731451
12648201.338468915,3453985.315836679,3.7690249097942923,3.7698334439934467
12648201.524512393,3453985.242434884,3.769024910978783,3.7694252229765066
12648201.710555874,3453985.1690330887,3.769024910342468,3.7685347454512765
12648201.896599354,3453985.095631294,3.770834554013319,3.73040304950779
12648202.086458558,3453985.0340248314,3.773298543736787,3.702782464478285
12648202.280243639,3453984.9845542046,3.7612938477996942,3.7009012708749895
12648202.474028718,3453984.9350835783,3.7359913315768982,3.7009012708749895
12648202.667813798,3453984.8856129516,3.7106888149029116,3.7009012708749895
12648202.861598877,3453984.8361423253,3.7033747359301503,3.7009012708749895
12648203.055383958,3453984.7866716986,3.709317854115221,3.707148315189995
12648203.253331233,3453984.7600382688,3.708958274345679,3.714711556970124
12648203.452109126,3453984.7379622716,3.6898965578997984,3.7144632700353086
12648203.650887018,3453984.7158862744,3.6659479265436774,3.7144632697780913
12648203.84966491,3453984.693810277,3.623203026739611,3.720472250051529
12648204.044593817,3453984.649337679,3.615085864704535,3.7169478559794955
12648204.239337074,3453984.6037848056,3.615072334925418,3.694202985141427
12648204.434080329,3453984.558231932,3.615072334808707,3.67025435466134
12648204.628823584,3453984.512679058,3.615072334867063,3.6463057225426323
12648204.823566841,3453984.4671261846,3.620468991345451,3.631342052078751
12648205.016417105,3453984.4141573706,3.642027111842806,3.6105362633561415
12648205.209167833,3453984.3607986122,3.6590177663234007,3.6100918314200428
12648205.40191856,3453984.3074398534,3.675704591487131,3.6100918309712595
12648205.594669288,3453984.254081095,3.6858364840084628,3.611228429898623
12648205.789692871,3453984.2104979507,3.68671032154535,3.628194005083855
12648205.986212714,3453984.173350253,3.6862076702225033,3.6493847542845157
12648206.182732556,3453984.1362025556,3.68620767044569,3.666071578988363
12648206.379252398,3453984.0990548586,3.686207670211319,3.682758404149768
12648206.575772243,3453984.061907161,3.686207669876538,3.6898716648287215
12648206.772292085,3453984.0247594635,3.686207669764945,3.6944903739605257
12648206.968811927,3453983.987611766,3.686241951235945,3.6987750979728173
12648207.1649918,3453983.948772768,3.6883964369192284,3.701112327795544
12648207.360601615,3453983.907097842,3.6935346739494035,3.7010155500753337
12648207.556211432,3453983.8654229157,3.698153383001135,3.7010155500080226
12648207.75182125,3453983.8237479893,3.6987457474285983,3.7010155497545174
12648207.947431067,3453983.7820730633,3.6927774510320215,3.7010155502099567
12648208.143040884,3453983.740398137,3.686809155546324,3.7010155502099567
12648208.338650702,3453983.698723211,3.6808408591497472,3.701015550598085
12648208.534260519,3453983.6570482845,3.6736956033712977,3.701380268418886
12648208.728618495,3453983.6098995297,3.672887692733021,3.6969506456834167
12648208.922898186,3453983.5624084584,3.6728862778068194,3.6910777665629686
12648209.117177876,3453983.514917387,3.6728862777867244,3.6851094708824914
12648209.311457567,3453983.4674263154,3.672936308649212,3.67861831598738
12648209.50617069,3453983.421978228,3.673167118770455,3.680315345240891
12648209.70299757,3453983.3864933127,3.668646988066172,3.704328638741786
12648209.899824452,3453983.351008398,3.6710376390106436,3.7124141753791906
12648210.093484925,3453983.3014413808,3.6945634142615726,3.7106275228452383
12648210.286556719,3453983.249256307,3.710912342228098,3.710544132896005
12648210.479628514,3453983.1970712324,3.7128712715089454,3.710544132896005
12648210.67270031,3453983.144886158,3.7148302012393226,3.710544132896005
12648210.865772104,3453983.092701084,3.716702205797064,3.71055850491076
12648211.059129123,3453983.041592158,3.7174647081416703,3.71176690139403
12648211.252702767,3453982.991300566,3.736929166534909,3.7147806476478595
12648211.447535634,3453982.9469779693,3.7477155631561225,3.725501406187959
12648211.64492863,3453982.9147909284,3.769965840351635,3.723710522151377
12648211.842321625,3453982.8826038875,3.8273623352173485,3.7237105219915505
12648212.03971462,3453982.8504168466,3.8847588297832965,3.7237105219915505
12648212.237107614,3453982.8182298057,3.83206980517497,3.7552813266159584
12648212.435634203,3453982.8377914475,3.8162053387519217,3.9733281498948085
12648212.634247333,3453982.86130367,3.7932257667314793,4.086504386050681
12648212.832422609,3453982.8878025073,3.792460955343914,4.2159148018317305
12648213.029426688,3453982.922290078,3.7848334387244766,4.19915958551915
12648213.226430768,3453982.956777648,3.773727955070909,4.188008091533219
12648213.423434848,3453982.9912652187,3.7626224708211597,4.176856597730984
12648213.620438928,3453983.0257527893,3.7515169866627067,4.165705104616225
12648213.817443008,3453983.0602403595,3.7464190871616907,4.154553610630294
12648214.014447087,3453983.09472793,3.7727568475339877,4.143402116828059
12648214.211451167,3453983.129215501,3.780468668228081,4.016417416581753
12648214.402737232,3453983.180937662,3.800220978360549,3.766051625182638
12648214.581286544,3453983.271049498,3.8435722209647123,3.746806253041644
12648214.760294328,3453983.360032575,3.722242644636589,3.7590288533617535
12648214.95110934,3453983.419946102,3.7116510046779934,3.7505270309786645
12648215.138291763,3453983.4878101726,3.7421067796404976,3.653362468675736
12648215.308491493,3453983.592843747,3.7688056187580106,3.634255947686073
12648215.478691224,3453983.697877322,3.71789078524583,3.6342559815728412
12648215.648919456,3453983.802864205,3.6626981361759596,3.635439405448664
12648215.820129601,3453983.9062425704,3.636148941357385,3.6354042667155033
12648215.990987588,3453984.010199245,3.6369191870579916,3.6361300576602567
12648216.161417034,3453984.114859669,3.63691158846541,3.6334958308561918
12648216.331791947,3453984.219605686,3.637322400548133,3.625510586170486
12648216.498668427,3453984.3298428874,3.6461946714489675,3.631816358653503
12648216.650083495,3453984.4587847893,3.6734959341203997,3.7015786287175017
12648216.789750978,3453984.601938532,3.6617940528292223,3.7782765382074377
12648216.929418463,3453984.745092275,3.5443974302952994,3.7626016608519226
12648217.092427764,3453984.859995822,3.622780121727109,3.7408939038888613
12648217.259350376,3453984.970163156,3.6779595571378416,3.7404563339520016
12648217.426272988,3453985.0803304897,3.7215000728431518,3.7404563349780147
12648217.5931956,3453985.1904978235,3.7759828304665,3.7404563349780147
12648217.760118213,3453985.3006651574,3.8389028614189775,3.7404563345117126
12648217.927040827,3453985.4108324912,3.9018228914230972,3.7404563337344188
12648218.093963439,3453985.520999825,3.9647429159550223,3.7404563335633547
12648218.26088605,3453985.631167159,3.930479265106766,3.756423936938663
12648218.403037043,3453985.768695765,3.872367925946659,3.8906566030924425
12648218.529204672,3453985.923878656,3.865558168013666,3.9998229463763386
12648218.655372301,3453986.079061547,3.868486182509245,4.099766181548987
12648218.768278234,3453986.2424959694,3.9126441034981823,4.3456850780011544
12648218.851751488,3453986.4242436406,3.9474460864406793,4.485738872775599
12648218.935224742,3453986.6059913114,3.876129581941593,4.5400070475812155
12648219.018697996,3453986.7877389826,3.821180106159885,4.594275224273841
12648219.10217125,3453986.9694866533,3.769666703701769,4.648543399079458
12648219.185644504,3453987.1512343246,3.718153307261712,4.663667367897341
12648219.269117756,3453987.332981996,3.666639901806984,4.666500197996129
12648219.35259101,3453987.5147296665,3.6151264959387164,4.669333025656521
12648219.436064264,3453987.6964773377,3.5636130934806,4.6721658545892
12648219.519537518,3453987.8782250085,3.515410568495802,4.674998681634872
12648219.603010772,3453988.0599726797,3.471413098672737,4.67783151056755
12648219.686484026,3453988.2417203505,3.4274156307366805,4.649041807111386
12648219.76995728,3453988.4234680217,3.383418166210775,4.607745455480104
12648219.853430532,3453988.6052156924,3.3709656781244703,4.566449108820615
12648219.936903786,3453988.7869633636,3.3623984298627594,4.525152764857207
12648220.02037704,3453988.9687110344,3.3538311816258854,4.4838564161163585
12648220.103850294,3453989.1504587056,3.3435676143090047,4.4560709236442975
12648220.192219108,3453989.3292797175,3.420950283902976,4.544606368897586
12648220.312791502,3453989.4888488185,3.5872597433286555,4.57172620906881
12648220.424120553,3453989.654215852,3.5521818583947975,4.351140719750099
12648220.515295582,3453989.8322246,3.5432942260822875,4.080382092798657
12648220.60647061,3453990.010233348,3.5068985439832403,3.688838929322588
12648220.638336305,3453990.201069603,3.6504136516486057,3.417929320610942
12648220.628869064,3453990.4008454056,3.7344012787473946,3.3992364829913897
12648220.619401822,3453990.6006212085,3.619700516583188,3.399236484829904
12648220.609934581,3453990.8003970115,3.504999756279539,3.3992364829913897
12648220.60046734,3453991.000172814,3.3350487368638704,3.4068312456020373
12648220.617647905,3453991.1973094493,3.2295599201987955,3.4511997949825446
12648220.66611798,3453991.391347208,3.265115134988177,3.4618226487434867
12648220.714588054,3453991.5853849673,3.2747100487558107,3.351810162705233
12648220.741481071,3453991.7824208452,3.2584879442759243,3.244018827379665
12648220.747748664,3453991.982322614,3.2540845916527736,3.195087924250872
12648220.754016256,3453992.1822243836,3.2540969298142217,3.170919768045648
12648220.760283846,3453992.3821261525,3.254134335988542,3.145261067712652
12648220.76495458,3453992.581981942,3.2592137658037026,3.1065180410779907
12648220.747195086,3453992.7811918827,3.2520083371619224,3.1016260442630186
12648220.729435593,3453992.9804018233,3.227847892090785,3.101626042981182
12648220.7116761,3453993.179611764,3.2036720219380523,3.0904108432543005
12648220.693916606,3453993.378821704,3.182370439450138,3.0634830512058477
12648220.673283692,3453993.577599172,3.18582019147519,3.0267578775829547
12648220.63161934,3453993.7732112417,3.1737823812702426,3.022476554720676
12648220.589954989,3453993.9688233114,3.1245761275047905,3.0224765553570054
12648220.548290638,3453994.1644353815,3.075369878762362,3.0224765553570054
12648220.506626287,3453994.360047451,3.013502627293254,3.023727706828609
12648220.476366667,3453994.557255717,2.980220732308366,3.0260034746808877
12648220.462726682,3453994.7567900517,2.9775989537658942,3.012920323665346
12648220.449086698,3453994.956324387,2.9828645194965158,2.962016515791047
12648220.411946971,3453995.1523372354,2.983108964564342,2.939027515198213
12648220.366499912,3453995.3471052125,2.9601304671316226,2.9383816686781
12648220.321052855,3453995.5418731896,2.9039395664530683,2.944079364449505
12648220.300208967,3453995.740327575,2.8829888318688757,2.943556360202494
12648220.286575796,3453995.939862375,2.8825116972954508,2.919282209719199
12648220.272942625,3453996.139397176,2.8825116972954508,2.8867971735351974
12648220.259309454,3453996.3389319764,2.8825846897322314,2.853434846249472
12648220.2428523,3453996.5380606996,2.8893161444557878,2.804174288488333
12648220.199710948,3453996.733352337,2.8819540669701587,2.7977986508584256
12648220.156569596,3453996.9286439745,2.851891311367954,2.7977986498324383
12648220.113428243,3453997.123935612,2.8218285525514673,2.7977986516512336
12648220.07028689,3453997.31922725,2.7716319801444422,2.8029410030590975
12648220.051119901,3453997.5179666453,2.755461985238093,2.7992012778005653
12648220.037481232,3453997.7175010704,2.755194348416226,2.7747354197933
12648220.023842564,3453997.9170354954,2.75519434941715,2.755280731365336
12648220.010203896,3453998.11656992,2.75519434941715,2.755527626048581
12648219.996565228,3453998.316104345,2.7551947411379114,2.7557730990894806
12648219.983139532,3453998.5156531953,2.7554096338628935,2.7558058681153783
12648219.969747195,3453998.7152043045,2.755656804002323,2.755805857698186
12648219.956354858,3453998.9147554142,2.7559013481700902,2.7558058576981854
12648219.942962522,3453999.114306524,2.7561421597426126,2.7558058595744046
12648219.929552233,3453999.313856418,2.756363699134837,2.755824427211529
12648219.915919488,3453999.5133912475,2.756363270838214,2.7560668081408966
12648219.902286744,3453999.712926077,2.756363270838214,2.7563077671563025
12648219.888654,3453999.912460907,2.756363270838214,2.765204160410946
12648219.875021255,3454000.1119957366,2.757250184615864,2.773543078777325
12648219.87152542,3454000.3119314983,2.7705502857337425,2.773465105544027
12648219.869356351,3454000.5119197355,2.782552395541711,2.7734498360567814
12648219.867187282,3454000.711907973,2.794042374937455,2.7734498359204247
12648219.865018215,3454000.9118962106,2.802420642064164,2.7742888319591867
12648219.85302011,3454001.1114956154,2.802575869202118,2.787239266870122
12648219.83938422,3454001.3110302305,2.802552354088199,2.7993618053245872
12648219.825748334,3454001.5105648455,2.8027124000267545,2.8242989735976147
12648219.816400403,3454001.7099917782,2.82210327988461,2.823139789949852
12648219.84003449,3454001.908590444,2.894229763843152,2.8135214374845563
12648219.863668576,3454002.1071891095,2.932006819450757,2.813521437848411
12648219.887302661,3454002.305787775,2.9647840663869456,2.8136392187767236
12648219.90726498,3454002.504478637,2.9621211134528087,2.8320614051942163
12648219.893627837,3454002.7040131665,2.9516468684036026,2.9047701661122027
12648219.879990695,3454002.903547696,2.9516468674978364,2.9425472277173563
12648219.86635355,3454003.1030822247,2.9516468674978364,2.9961979495994466
12648219.852716409,3454003.302616754,2.9516468665452926,3.0548855395664947
12648219.839079266,3454003.5021512834,2.968651455441615,3.0357530012699896
12648219.868102612,3454003.6985028186,3.090319592613177,3.0034210654007136
12648219.911199346,3454003.893804307,3.1789104585270476,3.0015727855803704
12648219.954296082,3454004.0891057956,3.2375957815460636,3.0015727855803704
12648219.997392816,3454004.284407284,3.306740546072914,3.001741068620845
12648220.044597037,3454004.4786721226,3.3880309198938066,2.9998136409334766
12648220.099339213,3454004.6710345256,3.4197698593568475,2.9907260521206185
12648220.154081391,3454004.863396928,3.444129014489245,2.9786991792369286
12648220.208823567,3454005.055759331,3.468488165528788,2.966672308017297
12648220.263565745,3454005.2481217342,3.4928473187422147,2.9546454333420926
12648220.318307921,3454005.4404841373,3.517206469413633,2.9426185607275612
12648220.373050097,3454005.6328465403,3.5415656232500976,2.9305916915401125
12648220.427792275,3454005.8252089433,3.5635419044874204,2.9484823936177698
12648220.482534451,3454006.0175713464,3.544272313567244,2.9741852278729546
12648220.537276627,3454006.2099337494,3.5250027181362293,2.9998880599257647
12648220.592018805,3454006.4022961524,3.5057331280940036,3.0746108417374742
12648220.646760982,3454006.594658555,3.4864635340863788,3.167582604049956
12648220.70150316,3454006.787020958,3.46719394340687,3.2605543659800684
12648220.756245336,3454006.979383361,3.447924350822635,3.35352613560031
12648220.810987512,3454007.171745764,3.4264113008902126,3.4491807999046076
12648220.86572969,3454007.364108167,3.369841939847875,3.4710735890966253
12648220.940847917,3454007.5492362976,3.338355626967259,3.3979992325981265
12648221.03532604,3454007.7232597833,3.286163615164279,3.335096745086651
12648221.16605503,3454007.874620054,3.305243121041722,3.316034677385389
12648221.296784017,3454008.025980325,3.2882922012333085,3.3168913351225933
12648221.434197184,3454008.171178975,3.281702685065114,3.311972282280456
12648221.574438985,3454008.3137701293,3.281550979856455,3.3009241853214224
12648221.714680787,3454008.456361283,3.2815509799220948,3.287965872868079
12648221.854922587,3454008.598952437,3.283528493227486,3.2843698870604934
12648222.004064629,3454008.7308545075,3.2693274384032303,3.3067634634166554
12648222.169698546,3454008.842950025,3.2625419419550177,3.3033899417518713
12648222.335332464,3454008.955045542,3.262541942519861,3.2743052848253615
12648222.500966383,3454009.0671410593,3.2625419420212465,3.3227644851542153
12648222.666600302,3454009.179236577,3.2781190664988396,3.3088818324327622
12648222.85008915,3454009.256707383,3.362983535224583,3.320269098482975
12648223.037461728,3454009.3266467643,3.415867085559823,3.28483431826929
12648223.224834325,3454009.3965860903,3.4799887225466652,3.286610447972963
12648223.416397562,3454009.4540623976,3.56214740003118,3.2787784510486473
12648223.6079608,3454009.511538705,3.615608676662236,3.2656083365679103
12648223.799524037,3454009.569015012,3.669786425655745,3.252438222889937
12648223.991087276,3454009.6264913194,3.7249929050407267,3.239268107517164
12648224.182650514,3454009.6839676267,3.780199382017417,3.2260979923229347
12648224.374213751,3454009.741443934,3.8354058605103627,3.26415404662723
12648224.565776989,3454009.798920241,3.8906123385572906,3.333509767727263
12648224.757340226,3454009.8563965484,3.945818818655764,3.4028654877567153
12648224.948903466,3454009.9138728557,3.979439893947033,3.4722212098380556
12648225.140466703,3454009.971349163,3.969094509503647,3.5415769329899756
12648225.33202994,3454010.0288254702,3.958749124881717,3.610932654090008
12648225.523593178,3454010.0863017775,3.9484037404379895,3.6832898139481327
12648225.715156417,3454010.143778085,3.9380583562620775,3.776940220416273
12648225.906719655,3454010.201254392,3.8298276392660493,3.696726626156197
12648226.103981279,3454010.213230816,3.706477101588027,3.6332686349872563
12648226.30380229,3454010.2047713054,3.6599700362535974,3.6285136443688857
12648226.503623301,3454010.196311794,3.6326819761251614,3.6290053645225044
12648226.702734752,3454010.1812981027,3.5944604182778885,3.6341601511340387
12648226.899736507,3454010.1467972533,3.590143401774052,3.626903242371959
12648227.096738262,3454010.112296404,3.5902567142389197,3.5968864686602284
12648227.29424603,3454010.080933018,3.5800664544677807,3.589289542286688
12648227.4911562,3454010.0471598306,3.5484283235954384,3.5926813386964334
12648227.68436157,3454009.995471485,3.54471569769058,3.584799934645732
12648227.87756694,3454009.9437831393,3.5501828838409355,3.5443003090569265
12648228.075232599,3454009.913832408,3.545800299612424,3.535984160978628
12648228.273181235,3454009.885260793,3.5281263549929194,3.5359623267265397
12648228.471129872,3454009.856689178,3.5120345454926265,3.53599740261506
12648228.668758193,3454009.826363974,3.4921383504132653,3.5372681002129123
12648228.864024863,3454009.7831097483,3.490252811365469,3.529093098763251
12648229.059291532,3454009.7398555228,3.4960734633496724,3.51090637059722
12648229.255618086,3454009.701906485,3.497698576192177,3.4976789931733374
