x_m,y_m,w_tr_right_m,w_tr_left_m
12648197.703033272,3453988.010209497,3.72778687981444,3.7271340792399936
12648198.360881384,3453987.258360597,3.7992882221494924,3.753276068735296
12648199.10264495,3453986.587703776,3.793850913728197,3.7907408738725796
12648199.883670075,3453985.9678272284,3.784933953884411,3.773853172113678
12648200.780053718,3453985.5353181595,3.77230210711705,3.7730602993343596
12648201.710555874,3453985.1690330887,3.7727300177947756,3.7511913869094347
12648202.667813798,3453984.8856129516,3.7211310282187284,3.7016804788127007
12648203.650887018,3453984.7158862744,3.6431352568408317,3.725595655709463
12648204.628823584,3453984.512679058,3.615094163805879,3.6478456935702472
12648205.594669288,3453984.254081095,3.6826552864377566,3.613361749181456
12648206.575772243,3453984.061907161,3.686349827747056,3.6892657158932343
12648207.556211432,3453983.8654229157,3.697703544617973,3.7010835995363043
12648208.534260519,3453983.6570482845,3.673715654834479,3.7013627209904474
12648209.50617069,3453983.421978228,3.6739655494151853,3.675518248843791
12648210.479628514,3453983.1970712324,3.713068969460874,3.7116149483189464
12648211.447535634,3453982.9469779693,3.734770997529115,3.724456680169177
12648212.435634203,3453982.8377914475,3.8104530068155844,3.8528865736406335
12648213.423434848,3453982.9912652187,3.7624979071970612,4.1769969614013025
12648214.402737232,3453983.180937662,3.774572653073346,3.794337164318101
12648215.308491493,3453983.592843747,3.715546984000028,3.64188662844367
12648216.161417034,3453984.114859669,3.6451521894251093,3.6336640074872717
12648216.929418463,3453984.745092275,3.560011852091092,3.7399664144972444
12648217.760118213,3453985.3006651574,3.782503229772481,3.745452872533768
12648218.529204672,3453985.923878656,3.8663111477749545,3.9794416859949027
12648219.018697996,3453986.7877389826,3.783325666622074,4.546138034676543
12648219.436064264,3453987.6964773377,3.5636130949224007,4.672165855059244
12648219.853430532,3453988.6052156924,3.368449235292647,4.590921703849034
12648220.312791502,3453989.4888488185,3.382655599003474,4.183800466483803
12648220.628869064,3453990.4008454056,3.4299358600860312,3.4919736981347214
12648220.66611798,3453991.391347208,3.2716276948403316,3.336643569496068
12648220.760283846,3453992.3821261525,3.254596023002125,3.140637713331882
12648220.693916606,3453993.378821704,3.1968070152064136,3.0540457466047233
12648220.506626287,3453994.360047451,3.0083593373694626,3.0255423649969018
12648220.366499912,3453995.3471052125,2.9264503554463,2.954624527014705
12648220.259309454,3453996.3389319764,2.891962483264898,2.83128937582284
12648220.07028689,3453997.31922725,2.7664044389283875,2.8080082997583755
12648219.996565228,3453998.316104345,2.755200980112839,2.7557886174049897
12648219.929552233,3453999.313856418,2.7564072316723953,2.755851050867752
12648219.87152542,3454000.3119314983,2.7672421788556476,2.7750794011048576
12648219.83938422,3454001.3110302305,2.8106967411672286,2.7952453495768563
12648219.887302661,3454002.305787775,2.92639503372478,2.831181999870431
12648219.852716409,3454003.302616754,2.9744191970248415,2.971530821627489
12648219.997392816,3454004.284407284,3.2876702537141655,3.001696149747657
12648220.263565745,3454005.2481217342,3.4912213602870943,2.9539774738740876
12648220.537276627,3454006.2099337494,3.525002718398265,2.999888060315257
12648220.810987512,3454007.171745764,3.385692546766275,3.2884256425281393
