wp_id,base_x,base_y,base_psi,base_lb,base_ub,e_y,e_psi,kappa,weight
130.000000000000,89631.506035400002,43168.907395800001,2.308366110067,-1.765560260448,2.677131069681,-0.877021994422,-0.069562829166,-0.106238784485,0.000000000000
131.000000000000,89630.834024099997,43169.646972600000,2.349179591151,-1.880446569645,2.547686601382,-0.994819935440,-0.181972821966,-0.030131976946,0.008560000000
132.000000000000,89630.132028299995,43170.358887000002,2.394184792349,-2.080253997659,2.360186759184,-1.192165846290,-0.217162192410,0.048428290893,0.057920000000
133.000000000000,89629.399025299994,43171.038209500002,2.443252717615,-2.432590176580,2.146031400420,-1.395996990389,-0.202317523941,0.069229895399,0.163080000000
134.000000000000,89628.633705600005,43171.680660600003,2.494673921226,-2.939927636404,1.901527935372,-1.572668433954,-0.165473441856,0.091989561492,0.317440000000
135.000000000000,89627.836040299997,43172.283180099999,2.546340320250,-3.270544822459,1.571483026458,-1.684544319896,-0.072406013250,0.173392409063,0.500000000000
136.000000000000,89627.009029299996,43172.843223299998,2.584453141189,-3.407091952081,1.225844533573,-1.669489118206,0.060760120909,0.150050343319,0.682560000000
137.000000000000,89626.160261199999,43173.371981900003,2.600810195541,-3.152617363847,1.088975111492,-1.540778053130,0.159813948153,0.073322473298,0.836920000000
138.000000000000,89625.302221599995,43173.887229300002,2.596003728543,-2.576951125517,1.069106759425,-1.354477711883,0.203743913683,0.003952226369,0.942080000000
139.000000000000,89624.447471599997,43174.406107299998,2.570344129914,-1.968899926069,1.389564676099,-1.163918817574,0.199273772230,-0.064880806836,0.991440000000
140.000000000000,89623.605066400007,43174.947547600001,2.523705117575,-1.711033217609,1.884935564059,-1.014010077666,0.150342874917,-0.132807794759,1.000000000000
141.000000000000,89622.789803599997,43175.526975000001,2.455393298171,-1.566671478327,2.324547188056,-0.943740590099,0.061541102494,-0.202871648834,1.000000000000
142.000000000000,89622.017539399996,43176.159433499997,2.364551885991,-1.648488516463,2.657089157860,-0.966245430334,-0.000936547278,-0.134416637778,1.000000000000
143.000000000000,89621.305139300006,43176.860024399997,2.251247148452,-1.722521019620,3.216400938123,-1.031546074676,-0.024552889547,-0.174896250423,1.000000000000
144.000000000000,89620.678339000006,43177.634418599999,2.113532385010,-1.764985571223,3.652737683336,-1.132910425028,-0.061636853756,-0.239216870450,1.000000000000
145.000000000000,89620.163174500005,43178.488534999997,1.946805538142,-2.016115667160,3.750748335017,-1.276211873150,-0.090680308720,-0.254058107900,1.000000000000
146.000000000000,89619.796891000005,43179.416322099998,1.767002169172,-2.607229214235,3.664249782170,-1.438469878250,-0.100410298246,-0.249918312817,1.000000000000
147.000000000000,89619.602571199997,43180.393967900003,1.593581181594,-2.715116571876,3.648963091206,-1.602547711792,-0.110354297733,-0.250818831755,1.000000000000
148.000000000000,89619.579726299999,43181.396429699998,1.426154370691,-2.915055471879,3.713469643859,-1.766521929547,-0.103821973054,-0.195575754613,1.000000000000
149.000000000000,89619.723550600000,43182.383832699998,1.273328141243,-3.010480552414,3.741995257019,-1.908333579858,-0.071755140440,-0.141171238870,1.000000000000
150.000000000000,89620.016758600003,43183.340264899998,1.131839573880,-3.077307147034,3.699341990292,-2.014411152631,-0.022311284272,-0.113944521585,1.000000000000
151.000000000000,89620.441630600006,43184.245197700002,0.999707193003,-3.317618457270,3.350307760529,-2.083656355931,0.007165271759,-0.168546463845,1.000000000000
152.000000000000,89620.981198199996,43185.084983499997,0.874621191351,-3.514381493821,2.918039260939,-2.140173202151,0.009261854834,-0.167833541391,1.000000000000
153.000000000000,89621.623038599995,43185.852945600003,0.755651247472,-3.684079555235,2.637055773808,-2.190252008302,0.022701699267,-0.116851844399,1.000000000000
154.000000000000,89622.349261600000,43186.537198899998,0.641390884150,-3.773401313032,2.477161514905,-2.217852646023,0.059487768185,-0.091112731072,1.000000000000
