wp_id,base_x,base_y,base_psi,base_lb,base_ub,e_y,e_psi,kappa,weight
220.000000000000,89650.298771100002,43173.445854199999,-2.830318524502,-2.076108749793,2.752101301418,-1.110466739551,-0.133328546351,-0.143803033720,0.000000000000
221.000000000000,89649.347208000007,43173.139705000001,-2.734364977149,-2.331710643884,2.617872986302,-1.341793917846,-0.336828322411,-0.041253205409,0.008560000000
222.000000000000,89648.428593000004,43172.743470399997,-2.608723685407,-2.852303080143,2.479450805159,-1.785952303082,-0.438846580600,0.077205273971,0.057920000000
223.000000000000,89647.568886599998,43172.236434999999,-2.452292853320,-3.313883432289,2.361451069143,-2.307878478156,-0.380426402808,0.220132634920,0.163080000000
224.000000000000,89646.795215599996,43171.598806599999,-2.274736948203,-3.679785698224,2.308999184154,-2.664773133417,-0.212031680109,0.245025577866,0.317440000000
225.000000000000,89646.150252899999,43170.839175399997,-2.074596065982,-3.800296229004,2.160976668804,-2.786581492191,-0.093964039521,0.167239690693,0.500000000000
226.000000000000,89645.669093999997,43169.966319300001,-1.872120403397,-3.871104758029,2.027670770580,-2.797747922930,-0.056765158653,0.139848480765,0.682560000000
227.000000000000,89645.373147699996,43169.014073200000,-1.680303104907,-3.901187521034,1.976585409407,-2.778441913127,-0.047096032309,0.124215791708,0.836920000000
228.000000000000,89645.264285600002,43168.023937200000,-1.502294370129,-3.919141003779,2.214819892710,-2.753119576901,-0.036892330597,0.129442393661,0.942080000000
229.000000000000,89645.332665800001,43167.027276499997,-1.339165449064,-3.880438035833,2.255233985760,-2.702953133368,-0.003078581844,0.144386618836,0.991440000000
230.000000000000,89645.561818000002,43166.055734000001,-1.191409508764,-3.789532571339,2.245858319243,-2.592185845614,0.059774811857,0.159978768021,1.000000000000
231.000000000000,89645.931879700001,43165.127567600000,-1.059795416413,-3.593004949526,2.588894784092,-2.391972766991,0.142576378184,0.162822916971,1.000000000000
232.000000000000,89646.420639000004,43164.255831600000,-0.941272560637,-3.470811842609,2.915289378301,-2.094987215887,0.226581612459,0.152976113418,1.000000000000
233.000000000000,89647.008845899996,43163.448282799996,-0.834178530670,-3.084008249385,3.387364615737,-1.719872301857,0.288557131954,0.119234906760,1.000000000000
