s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
0.0000000000,89634.0983884517,43125.7823301600,0.6454875970,-0.0799963965,9.6940000000,0.0000000000
1.1787255348,89633.3892813080,43126.7239038136,0.5884290555,-0.0531989993,9.6940000000,0.0000000000
2.3640462086,89632.7313631708,43127.7098697483,0.5492649590,-0.0272600681,9.6940000000,0.0000000000
3.5553082981,89632.1094523515,43128.7259072962,0.5454806363,-0.0094411265,9.6940000000,0.0000000000
4.7400573192,89631.4947701592,43129.7387231953,0.5466238478,0.0027953494,9.6940000000,0.0000000000
5.9221377926,89630.8803176331,43130.7485560225,0.5565444357,0.0085569775,9.6940000000,0.0000000000
7.1021443446,89630.2569729324,43131.7504825901,0.5692389560,0.0085626592,9.6940000000,0.0000000000
8.2811714981,89629.6214877088,43132.7435906201,0.5747167674,0.0098791899,9.6940000000,0.0000000000
9.4600326531,89628.9806622246,43133.7330633694,0.5863105881,0.0070556431,9.6940000000,0.0000000000
10.6389707690,89628.3283657142,43134.7151042767,0.5937798981,0.0024149215,9.6940000000,0.0000000000
11.8181687493,89627.6686069064,43135.6924610141,0.5884527012,0.0002837858,9.6940000000,0.0000000000
12.9968091823,89627.0143734878,43136.6728547637,0.5816682903,-0.0027528845,9.6940000000,0.0000000000
14.1749583182,89626.3670763965,43137.6572540029,0.5820469567,-0.0058144262,9.6940000000,0.0000000000
15.3529578640,89625.7194888276,43138.6412831033,0.5744087649,-0.0066977767,9.6940000000,0.0000000000
16.5307386661,89625.0795551312,43139.6300462105,0.5580329386,-0.0096620412,9.6940000000,0.0000000000
17.7084137977,89624.4559542814,43140.6290660780,0.5479910043,-0.0114783840,9.6940000000,0.0000000000
18.8861460816,89623.8423870218,43141.6343464123,0.5361738405,-0.0078380005,9.6940000000,0.0000000000
20.0642392891,89623.2405575106,43142.6471172871,0.5349279866,-0.0001362820,9.6940000000,0.0000000000
21.2423866284,89622.6399626353,43143.6606837373,0.5434519138,0.0078952310,9.6940000000,0.0000000000
22.4202355061,89622.0309044493,43144.6688385393,0.5610277199,0.0113176589,9.6940000000,0.0000000000
23.5980675995,89621.4042310418,43145.6661192824,0.5761653645,0.0081526934,9.6940000000,0.0000000000
24.7763832171,89620.7622700986,43146.6542052311,0.5723645039,0.0037795350,9.6940000000,0.0000000000
25.9545134609,89620.1241697628,43147.6445682114,0.5691236903,-0.0003573388,9.6940000000,0.0000000000
27.1323807174,89619.4894240764,43148.6367724180,0.5717555711,-0.0031462981,9.6940000000,0.0000000000
28.3103386391,89618.8520201684,43149.6273788602,0.5691722938,-0.0029925752,9.6940000000,0.0000000000
29.4884799857,89618.2170785413,43150.6197830938,0.5599888140,-0.0043728372,9.6940000000,0.0000000000
30.6666727688,89617.5912499627,43151.6180199516,0.5560363535,-0.0040539255,9.6940000000,0.0000000000
31.8450541313,89616.9692722172,43152.6188827392,0.5573737146,0.0049968279,9.6940000000,0.0000000000
33.0236632518,89616.3458360386,43153.6191061093,0.5689540262,0.0107268422,9.6940000000,0.0000000000
34.2055321108,89615.7091028348,43154.6147892050,0.5928645438,0.0097971760,9.6940000000,0.0000000000
35.3997842656,89615.0418275765,43155.6052345286,0.5825661775,-0.0029834968,9.6940000000,0.0000000000
36.5931152553,89614.3852942869,43156.6017298324,0.5526187289,-0.0282558828,9.6940000000,0.0000000000
37.7885617194,89613.7577829620,43157.6192374666,0.4792437263,-0.0601455583,9.6940000000,0.0000000000
38.9756426708,89613.2104101625,43158.6725865083,0.3705759049,-0.0910030743,9.6940000000,0.0000000000
40.1425827170,89612.7878001363,43159.7603134212,0.2300116591,-0.1254837630,9.6940000000,0.0000000000
41.2969658841,89612.5246136160,43160.8842944496,0.0530463881,-0.1560818209,9.6940000000,0.0000000000
42.4390769137,89612.4640571606,43162.0247989518,-0.1529683551,-0.1782392338,9.6940000000,0.0000000000
43.5679785097,89612.6360707117,43163.1405185186,-0.3726212884,-0.1892627678,9.6940000000,0.0000000000
44.6990069110,89613.0478307463,43164.1939315043,-0.5882297804,-0.1887152260,9.6940000000,0.0000000000
45.8619225557,89613.6931200832,43165.1613892389,-0.8015338129,-0.1836587274,9.6940000000,0.0000000000
47.0320218058,89614.5337473082,43165.9753168301,-1.0107026578,-0.1822513684,9.6940000000,0.0000000000
48.1924987082,89615.5169095504,43166.5918382382,-1.2263569923,-0.1864061533,9.6940000000,0.0000000000
49.3515246924,89616.6078600505,43166.9832053781,-1.4495321893,-0.1942570686,9.6940000000,0.0000000000
50.4990970037,89617.7470051760,43167.1220239391,-1.6727849554,-0.2007654869,9.6940000000,0.0000000000
51.6271534865,89618.8691999009,43167.0071743521,-1.9006243366,-0.1980826197,9.6940000000,0.0000000000
52.7493671660,89619.9309240880,43166.6437114337,-2.1095725299,-0.1823530322,9.6940000000,0.0000000000
