wp_id,base_x,base_y,base_psi,base_lb,base_ub,e_y,e_psi,kappa,weight
220.000000000000,89650.298771100002,43173.445854199999,-2.830318524502,-2.076108749793,2.752101301418,-1.110466739551,-0.144283132418,-0.116702972999,0.000000000000
221.000000000000,89649.347208000007,43173.139705000001,-2.734364977149,-2.331710643884,2.617872986302,-1.341793917846,-0.330895039771,-0.040030371333,0.008560000000
222.000000000000,89648.428593000004,43172.743470399997,-2.608723685407,-2.852303080143,2.479450805159,-1.785952303082,-0.451423931519,0.047828253885,0.057920000000
223.000000000000,89647.568886599998,43172.236434999999,-2.452292853320,-3.313883432289,2.361451069143,-2.375962959958,-0.456439517215,0.155710918693,0.163080000000
224.000000000000,89646.795215599996,43171.598806599999,-2.274736948203,-3.679785698224,2.308999184154,-2.895822140004,-0.296846375791,0.272090348787,0.317440000000
225.000000000000,89646.150252899999,43170.839175399997,-2.074596065982,-3.800296229004,2.160976668804,-3.094059743791,-0.076184880509,0.257954499848,0.500000000000
226.000000000000,89645.669093999997,43169.966319300001,-1.872120403397,-3.871104758029,2.027670770580,-2.996196290403,0.039438660175,0.139014437439,0.682560000000
227.000000000000,89645.373147699996,43169.014073200000,-1.680303104907,-3.901187521034,1.976585409407,-2.835432150774,0.033407953764,0.099504623514,0.836920000000
228.000000000000,89645.264285600002,43168.023937200000,-1.502294370129,-3.919141003779,2.214819892710,-2.718774965170,0.004136975567,0.100809995135,0.942080000000
229.000000000000,89645.332665800001,43167.027276499997,-1.339165449064,-3.880438035833,2.255233985760,-2.636176578790,0.003155870443,0.125775193227,0.991440000000
230.000000000000,89645.561818000002,43166.055734000001,-1.191409508764,-3.789532571339,2.245858319243,-2.532488802684,0.045941170434,0.151402890979,1.000000000000
231.000000000000,89645.931879700001,43165.127567600000,-1.059795416413,-3.593004949526,2.588894784092,-2.357861509198,0.120406727491,0.160811458652,1.000000000000
232.000000000000,89646.420639000004,43164.255831600000,-0.941272560637,-3.470811842609,2.915289378301,-2.091829755399,0.202493905233,0.153865186796,1.000000000000
233.000000000000,89647.008845899996,43163.448282799996,-0.834178530670,-3.084008249385,3.387364615737,-1.747187882025,0.264593963707,0.119937963965,1.000000000000
234.000000000000,89647.680356600002,43162.707841900003,-0.737148109490,-2.609259104652,3.642943719561,-1.369540592684,0.283166791433,0.073459659549,1.000000000000
235.000000000000,89648.420048200001,43162.036295500002,-0.649328853406,-2.158524815227,3.838687731378,-1.016617307620,0.254351460603,0.029548539945,1.000000000000
236.000000000000,89649.216544600000,43161.431638499998,-0.568565288028,-1.846266144537,3.984044429611,-0.731516928996,0.189540222477,-0.000480981747,1.000000000000
